raceId,Team,kaggle_driver_id,position,participated_q2,participated_q3,q1_time_sec,q2_time_sec,q3_time_sec,Track,rain,sunny
1051,Mercedes,1,1,1,1,81.901,81.682,80.827,Qatar,0,1
1051,Red Bull Racing,830,2,1,1,81.996,81.98400000000001,81.282,Qatar,0,1
1051,Mercedes,822,3,1,1,82.01599999999999,81.991,81.47800000000001,Qatar,0,1
1051,AlphaTauri,842,4,1,1,82.535,81.72800000000001,81.64,Qatar,0,1
1051,Alpine,4,5,1,1,82.422,81.894,81.67,Qatar,0,1
1051,McLaren,846,6,1,1,82.839,82.21600000000001,81.731,Qatar,0,1
1051,Ferrari,832,7,1,1,82.304,82.241,81.84,Qatar,0,1
1051,AlphaTauri,852,8,1,1,82.458,82.05799999999999,81.881,Qatar,0,1
1051,Alpine,839,9,1,1,82.565,82.012,82.02799999999999,Qatar,0,1
1051,Aston Martin,20,10,1,1,82.549,82.146,82.785,Qatar,0,1
1051,Red Bull Racing,815,11,1,0,82.398,82.346,,Qatar,0,1
1051,Aston Martin,840,12,1,0,82.551,82.46000000000001,,Qatar,0,1
1051,Ferrari,844,13,1,0,82.742,82.463,,Qatar,0,1
1051,McLaren,817,14,1,0,82.688,82.59700000000001,,Qatar,0,1
1051,Williams,847,15,1,0,82.863,82.756,,Qatar,0,1
1051,Alfa Romeo,8,16,0,0,83.156,,,Qatar,0,1
1051,Williams,849,17,0,0,83.213,,,Qatar,0,1
1051,Alfa Romeo,841,18,0,0,83.262,,,Qatar,0,1
1051,Haas,854,19,0,0,83.407,,,Qatar,0,1
1051,Haas,853,20,0,0,85.85900000000001,,,Qatar,0,1
1072,Mercedes,1,1,1,1,88.46600000000001,87.712,87.511,Saudi Arabia,0,1
1072,Mercedes,822,2,1,1,88.057,88.054,87.622,Saudi Arabia,0,1
1072,Red Bull Racing,830,3,1,1,88.285,87.953,87.65299999999999,Saudi Arabia,0,1
1072,Ferrari,844,4,1,1,88.31,88.459,88.054,Saudi Arabia,0,1
1072,Red Bull Racing,815,5,1,1,88.021,87.946,88.123,Saudi Arabia,0,1
1072,AlphaTauri,842,6,1,1,88.401,88.314,88.125,Saudi Arabia,0,1
1072,McLaren,846,7,1,1,88.338,88.344,88.18,Saudi Arabia,0,1
1072,AlphaTauri,852,8,1,1,88.503,88.22200000000001,88.44200000000001,Saudi Arabia,0,1
1072,Alpine,839,9,1,1,88.752,88.574,88.64699999999999,Saudi Arabia,0,1
1072,Alfa Romeo,841,10,1,1,88.899,88.616,88.754,Saudi Arabia,0,1
1072,McLaren,817,11,1,0,88.21600000000001,88.668,,Saudi Arabia,0,1
1072,Alfa Romeo,8,12,1,0,88.856,88.885,,Saudi Arabia,0,1
1072,Alpine,4,13,1,0,88.944,88.92,,Saudi Arabia,0,1
1072,Williams,847,14,1,0,88.926,89.054,,Saudi Arabia,0,1
1072,Ferrari,832,15,1,0,88.237,113.652,,Saudi Arabia,0,1
1072,Williams,849,16,0,0,89.17699999999999,,,Saudi Arabia,0,1
1072,Aston Martin,20,17,0,0,89.19800000000001,,,Saudi Arabia,0,1
1072,Aston Martin,840,18,0,0,89.368,,,Saudi Arabia,0,1
1072,Haas,854,19,0,0,89.464,,,Saudi Arabia,0,1
1072,Haas,853,20,0,0,90.473,,,Saudi Arabia,0,1
1073,Red Bull Racing,830,1,1,1,83.322,82.8,82.10900000000001,Abu Dhabi,0,1
1073,Mercedes,1,2,1,1,82.845,83.145,82.48,Abu Dhabi,0,1
1073,McLaren,846,3,1,1,83.553,83.256,82.931,Abu Dhabi,0,1
1073,Red Bull Racing,815,4,1,1,83.35,83.135,82.947,Abu Dhabi,0,1
1073,Ferrari,832,5,1,1,83.624,83.174,82.992,Abu Dhabi,0,1
1073,Mercedes,822,6,1,1,83.117,83.246,83.036,Abu Dhabi,0,1
1073,Ferrari,844,7,1,1,83.467,83.202,83.122,Abu Dhabi,0,1
1073,AlphaTauri,852,8,1,1,83.428,83.404,83.22,Abu Dhabi,0,1
1073,Alpine,839,9,1,1,83.764,83.42,83.389,Abu Dhabi,0,1
1073,McLaren,817,10,1,1,83.82900000000001,83.44800000000001,83.40899999999999,Abu Dhabi,0,1
1073,Alpine,4,11,1,0,83.846,83.46000000000001,,Abu Dhabi,0,1
1073,AlphaTauri,842,12,1,0,83.489,84.043,,Abu Dhabi,0,1
1073,Aston Martin,840,13,1,0,84.061,84.066,,Abu Dhabi,0,1
1073,Alfa Romeo,841,14,1,0,84.118,84.251,,Abu Dhabi,0,1
1073,Aston Martin,20,15,1,0,84.225,84.305,,Abu Dhabi,0,1
1073,Williams,849,16,0,0,84.338,,,Abu Dhabi,0,1
1073,Williams,847,17,0,0,84.423,,,Abu Dhabi,0,1
1073,Alfa Romeo,8,18,0,0,84.779,,,Abu Dhabi,0,1
1073,Haas,854,19,0,0,84.906,,,Abu Dhabi,0,1
1073,Haas,853,20,0,0,85.685,,,Abu Dhabi,0,1
