qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
9176,1074,844,6,16,1,1:31.471,1:30.932,1:30.558
9177,1074,830,9,1,2,1:31.785,1:30.757,1:30.681
9178,1074,832,6,55,3,1:31.567,1:30.787,1:30.687
9179,1074,815,9,11,4,1:32.311,1:31.008,1:30.921
9180,1074,1,131,44,5,1:32.285,1:31.048,1:31.238
9181,1074,822,51,77,6,1:31.919,1:31.717,1:31.560
9182,1074,825,210,20,7,1:31.955,1:31.461,1:31.808
9183,1074,4,214,14,8,1:32.346,1:31.621,1:32.195
9184,1074,847,131,63,9,1:32.269,1:31.252,1:32.216
9185,1074,842,213,10,10,1:32.096,1:31.635,1:32.338
9186,1074,839,214,31,11,1:32.041,1:31.782,\N
9187,1074,854,210,47,12,1:32.380,1:31.998,\N
9188,1074,846,1,4,13,1:32.239,1:32.008,\N
9189,1074,848,3,23,14,1:32.726,1:32.664,\N
9190,1074,855,51,24,15,1:32.493,1:33.543,\N
9191,1074,852,213,22,16,1:32.750,\N,\N
9192,1074,807,117,27,17,1:32.777,\N,\N
9193,1074,817,1,3,18,1:32.945,\N,\N
9194,1074,840,117,18,19,1:33.032,\N,\N
9195,1074,849,3,6,20,1:33.634,\N,\N
9225,1075,855,51,24,13,1:29.978,1:29.819,\N
9224,1075,817,1,3,12,1:30.009,1:29.773,\N
9223,1075,846,1,4,11,1:29.957,1:29.651,\N
9222,1075,825,210,20,10,1:29.831,1:29.546,1:29.588
9221,1075,842,213,10,9,1:29.891,1:29.418,1:29.254
9220,1075,822,51,77,8,1:29.683,1:29.404,1:29.183
9219,1075,4,214,14,7,1:29.978,1:29.295,1:29.147
9218,1075,847,131,63,6,1:29.680,1:29.618,1:29.104
9217,1075,839,214,31,5,1:30.093,1:29.584,1:29.068
9216,1075,830,9,1,4,1:28.928,1:28.945,1:28.461
9215,1075,832,6,55,3,1:28.855,1:28.686,1:28.402
9214,1075,844,6,16,2,1:29.039,1:28.780,1:28.225
9213,1075,815,9,11,1,1:29.705,1:28.924,1:28.200
9226,1075,854,210,47,14,1:30.167,1:29.920,\N
9227,1075,840,117,18,15,1:30.256,1:31.009,\N
9228,1075,1,131,44,16,1:30.343,\N,\N
9229,1075,848,3,23,17,1:30.492,\N,\N
9230,1075,807,117,27,18,1:30.543,\N,\N
9231,1075,849,3,6,19,1:31.817,\N,\N
9232,1075,852,213,22,20,\N,\N,\N
9233,1076,844,6,16,1,1:18.881,1:18.606,1:17.868
9234,1076,830,9,1,2,1:18.580,1:18.611,1:18.154
9235,1076,815,9,11,3,1:18.834,1:18.340,1:18.240
9236,1076,846,1,4,4,1:19.280,1:19.066,1:18.703
9237,1076,1,131,44,5,1:19.401,1:19.106,1:18.825
9238,1076,847,131,63,6,1:19.405,1:19.076,1:18.933
9239,1076,817,1,3,7,1:19.665,1:19.130,1:19.032
9240,1076,839,214,31,8,1:19.605,1:19.136,1:19.061
9241,1076,832,6,55,9,1:18.983,1:18.469,1:19.408
9242,1076,4,214,14,10,1:19.192,1:18.815,\N
9243,1076,842,213,10,11,1:19.580,1:19.226,\N
9244,1076,822,51,77,12,1:19.251,1:19.410,\N
9245,1076,852,213,22,13,1:19.742,1:19.424,\N
9246,1076,855,51,24,14,1:19.910,1:20.155,\N
9247,1076,854,210,47,15,1:20.104,1:20.465,\N
9248,1076,848,3,23,16,1:20.135,\N,\N
9249,1076,825,210,20,17,1:20.254,\N,\N
9250,1076,20,117,5,18,1:21.149,\N,\N
9251,1076,849,3,6,19,1:21.372,\N,\N
9252,1076,840,117,18,20,\N,\N,\N
9253,1077,830,9,1,1,1:19.295,1:18.793,1:27.999
9254,1077,844,6,16,2,1:18.796,1:19.584,1:28.778
9255,1077,846,1,4,3,1:20.168,1:19.294,1:29.131
9256,1077,825,210,20,4,1:20.147,1:19.902,1:29.164
9257,1077,4,214,14,5,1:20.198,1:19.595,1:29.202
9258,1077,817,1,3,6,1:19.980,1:20.031,1:29.742
9259,1077,815,9,11,7,1:19.773,1:19.296,1:29.808
9260,1077,822,51,77,8,1:20.419,1:20.192,1:30.439
9261,1077,20,117,5,9,1:20.364,1:19.957,1:31.062
9262,1077,832,6,55,10,1:19.305,1:18.990,\N
9263,1077,847,131,63,11,1:20.383,1:20.757,\N
9264,1077,854,210,47,12,1:20.422,1:20.916,\N
9265,1077,1,131,44,13,1:20.470,1:21.138,\N
9266,1077,855,51,24,14,1:19.730,1:21.434,\N
9267,1077,840,117,18,15,1:20.342,1:28.119,\N
9268,1077,852,213,22,16,1:20.474,\N,\N
9269,1077,842,213,10,17,1:20.732,\N,\N
9270,1077,849,3,6,18,1:21.971,\N,\N
9271,1077,839,214,31,19,1:22.338,\N,\N
9272,1077,848,3,23,20,\N,\N,\N
9273,1078,844,6,16,1,1:29.474,1:29.130,1:28.796
9274,1078,832,6,55,2,1:30.079,1:29.729,1:28.986
9275,1078,830,9,1,3,1:29.836,1:29.202,1:28.991
9276,1078,815,9,11,4,1:30.055,1:29.673,1:29.036
9277,1078,822,51,77,5,1:30.845,1:29.751,1:29.475
9278,1078,1,131,44,6,1:30.388,1:29.797,1:29.625
9279,1078,842,213,10,7,1:30.779,1:30.128,1:29.690
9280,1078,846,1,4,8,1:30.761,1:29.634,1:29.750
9281,1078,852,213,22,9,1:30.485,1:30.031,1:29.932
9282,1078,840,117,18,10,1:30.441,1:29.996,1:30.676
9283,1078,4,214,14,11,1:30.407,1:30.160,\N
9284,1078,847,131,63,12,1:30.490,1:30.173,\N
9285,1078,20,117,5,13,1:30.677,1:30.214,\N
9286,1078,817,1,3,14,1:30.583,1:30.310,\N
9287,1078,854,210,47,15,1:30.645,1:30.423,\N
9288,1078,825,210,20,16,1:30.975,\N,\N
9289,1078,855,51,24,17,1:31.020,\N,\N
9290,1078,848,3,23,18,1:31.266,\N,\N
9291,1078,849,3,6,19,1:31.325,\N,\N
9292,1078,839,214,31,20,\N,\N,\N
9293,1079,844,6,16,1,1:19.861,1:19.969,1:18.750
9294,1079,830,9,1,2,1:20.091,1:19.219,1:19.073
9295,1079,832,6,55,3,1:19.892,1:19.453,1:19.166
9296,1079,847,131,63,4,1:20.218,1:19.470,1:19.393
9297,1079,815,9,11,5,1:20.447,1:19.830,1:19.420
9298,1079,1,131,44,6,1:20.252,1:19.794,1:19.512
9299,1079,822,51,77,7,1:20.355,1:20.053,1:19.608
9300,1079,825,210,20,8,1:20.227,1:19.810,1:19.682
9301,1079,817,1,3,9,1:20.549,1:20.287,1:20.297
9302,1079,854,210,47,10,1:20.683,1:20.436,1:20.368
9303,1079,846,1,4,11,1:20.838,1:20.471,\N
9304,1079,839,214,31,12,1:20.880,1:20.638,\N
9305,1079,852,213,22,13,1:20.707,1:20.639,\N
9306,1079,842,213,10,14,1:20.719,1:20.861,\N
9307,1079,855,51,24,15,1:20.476,1:21.094,\N
9308,1079,20,117,5,16,1:20.954,\N,\N
9309,1079,4,214,14,17,1:21.043,\N,\N
9310,1079,840,117,18,18,1:21.418,\N,\N
9311,1079,848,3,23,19,1:21.645,\N,\N
9312,1079,849,3,6,20,1:21.915,\N,\N
9313,1080,844,6,16,1,1:12.569,1:11.864,1:11.376
9314,1080,832,6,55,2,1:12.616,1:12.074,1:11.601
9315,1080,815,9,11,3,1:13.004,1:11.954,1:11.629
9316,1080,830,9,1,4,1:12.993,1:12.117,1:11.666
9317,1080,846,1,4,5,1:12.927,1:12.266,1:11.849
9318,1080,847,131,63,6,1:12.787,1:12.617,1:12.112
9319,1080,4,214,14,7,1:13.394,1:12.688,1:12.247
9320,1080,1,131,44,8,1:13.444,1:12.595,1:12.560
9321,1080,20,117,5,9,1:13.313,1:12.613,1:12.732
9322,1080,839,214,31,10,1:12.848,1:12.528,1:13.047
9323,1080,852,213,22,11,1:13.110,1:12.797,\N
9324,1080,822,51,77,12,1:13.541,1:12.909,\N
9325,1080,825,210,20,13,1:13.069,1:12.921,\N
9326,1080,817,1,3,14,1:13.338,1:12.964,\N
9327,1080,854,210,47,15,1:13.469,1:13.081,\N
9328,1080,848,3,23,16,1:13.611,\N,\N
9329,1080,842,213,10,17,1:13.660,\N,\N
9330,1080,840,117,18,18,1:13.678,\N,\N
9331,1080,849,3,6,19,1:14.403,\N,\N
9332,1080,855,51,24,20,1:15.606,\N,\N
9333,1081,844,6,16,1,1:42.865,1:42.046,1:41.359
9334,1081,815,9,11,2,1:42.733,1:41.955,1:41.641
9335,1081,830,9,1,3,1:42.722,1:42.227,1:41.706
9336,1081,832,6,55,4,1:42.957,1:42.088,1:41.814
9337,1081,847,131,63,5,1:43.754,1:43.281,1:42.712
9338,1081,842,213,10,6,1:43.268,1:43.129,1:42.845
9339,1081,1,131,44,7,1:43.939,1:43.182,1:42.924
9340,1081,852,213,22,8,1:43.595,1:43.376,1:43.056
9341,1081,20,117,5,9,1:43.279,1:43.268,1:43.091
9342,1081,4,214,14,10,1:44.083,1:43.360,1:43.173
9343,1081,846,1,4,11,1:44.237,1:43.398,\N
9344,1081,817,1,3,12,1:44.437,1:43.574,\N
9345,1081,839,214,31,13,1:43.903,1:43.585,\N
9346,1081,855,51,24,14,1:43.777,1:43.790,\N
9347,1081,822,51,77,15,1:44.478,1:44.444,\N
9348,1081,825,210,20,16,1:44.643,\N,\N
9349,1081,848,3,23,17,1:44.719,\N,\N
9350,1081,849,3,6,18,1:45.367,\N,\N
9351,1081,840,117,18,19,1:45.371,\N,\N
9352,1081,854,210,47,20,1:45.775,\N,\N
9353,1082,830,9,1,1,1:32.219,1:23.746,1:21.299
9354,1082,4,214,14,2,1:32.277,1:24.848,1:21.944
9355,1082,832,6,55,3,1:32.781,1:25.197,1:22.096
9356,1082,1,131,44,4,1:33.841,1:25.543,1:22.891
9357,1082,825,210,20,5,1:32.957,1:26.254,1:22.960
9358,1082,854,210,47,6,1:33.707,1:25.684,1:23.356
9359,1082,839,214,31,7,1:33.012,1:26.135,1:23.529
9360,1082,847,131,63,8,1:33.160,1:24.950,1:23.557
9361,1082,817,1,3,9,1:33.636,1:26.375,1:23.749
9362,1082,855,51,24,10,1:33.692,1:26.116,1:24.030
9363,1082,822,51,77,11,1:33.689,1:26.788,\N
9364,1082,848,3,23,12,1:34.047,1:26.858,\N
9365,1082,815,9,11,13,1:33.929,1:33.127,\N
9366,1082,846,1,4,14,1:34.066,\N,\N
9367,1082,844,6,16,15,1:33.008,\N,\N
9368,1082,842,213,10,16,1:34.492,\N,\N
9369,1082,20,117,5,17,1:34.512,\N,\N
9370,1082,840,117,18,18,1:35.532,\N,\N
9371,1082,849,3,6,19,1:35.660,\N,\N
9372,1082,852,213,22,20,1:36.575,\N,\N
9373,1083,832,6,55,1,1:40.190,1:41.602,1:40.983
9374,1083,830,9,1,2,1:39.129,1:40.655,1:41.055
9375,1083,844,6,16,3,1:39.846,1:41.247,1:41.298
9376,1083,815,9,11,4,1:40.521,1:42.513,1:41.616
9377,1083,1,131,44,5,1:40.428,1:41.062,1:41.995
9378,1083,846,1,4,6,1:41.515,1:41.821,1:42.084
9379,1083,4,214,14,7,1:41.598,1:42.209,1:42.116
9380,1083,847,131,63,8,1:40.028,1:41.725,1:42.161
9381,1083,855,51,24,9,1:40.791,1:42.640,1:42.719
9382,1083,849,3,6,10,1:41.998,1:43.273,2:03.095
9383,1083,842,213,10,11,1:41.680,1:43.702,\N
9384,1083,822,51,77,12,1:41.396,1:44.232,\N
9385,1083,852,213,22,13,1:41.893,1:44.311,\N
9386,1083,817,1,3,14,1:41.933,1:44.355,\N
9387,1083,839,214,31,15,1:41.730,1:45.190,\N
9388,1083,848,3,23,16,1:42.078,\N,\N
9389,1083,825,210,20,17,1:42.159,\N,\N
9390,1083,20,117,5,18,1:42.666,\N,\N
9391,1083,854,210,47,19,1:42.708,\N,\N
9392,1083,840,117,18,20,1:43.430,\N,\N
9393,1084,830,9,1,1,1:05.852,1:05.374,1:04.984
9394,1084,844,6,16,2,1:05.419,1:05.287,1:05.013
9395,1084,832,6,55,3,1:05.660,1:05.576,1:05.066
9396,1084,847,131,63,4,1:06.235,1:05.697,1:05.431
9397,1084,839,214,31,5,1:06.468,1:05.993,1:05.726
9398,1084,825,210,20,6,1:06.366,1:05.894,1:05.879
9399,1084,854,210,47,7,1:06.405,1:06.151,1:06.011
9400,1084,4,214,14,8,1:06.016,1:06.082,1:06.103
9401,1084,1,131,44,9,1:06.079,1:05.475,1:13.151
9402,1084,842,213,10,10,1:06.589,1:06.160,\N
9403,1084,848,3,23,11,1:06.516,1:06.230,\N
9404,1084,822,51,77,12,1:06.442,1:06.319,\N
9405,1084,815,9,11,13,1:06.143,1:06.458,\N
9406,1084,852,213,22,14,1:06.463,1:06.851,\N
9407,1084,846,1,4,15,1:06.330,1:25.847,\N
9408,1084,817,1,3,16,1:06.613,\N,\N
9409,1084,840,117,18,17,1:06.847,\N,\N
9410,1084,855,51,24,18,1:06.901,\N,\N
9411,1084,849,3,6,19,1:07.003,\N,\N
9412,1084,20,117,5,20,1:07.083,\N,\N
9413,1085,844,6,16,1,1:31.727,1:31.216,1:30.872
9414,1085,830,9,1,2,1:31.891,1:31.990,1:31.176
9415,1085,815,9,11,3,1:32.354,1:32.120,1:31.335
9416,1085,1,131,44,4,1:33.041,1:32.274,1:31.765
9417,1085,846,1,4,5,1:32.672,1:32.777,1:32.032
9418,1085,847,131,63,6,1:33.109,1:32.633,1:32.131
9419,1085,4,214,14,7,1:32.819,1:32.631,1:32.552
9420,1085,852,213,22,8,1:33.394,1:32.836,1:32.780
9421,1085,832,6,55,9,1:32.297,1:31.081,\N
9422,1085,825,210,20,10,1:32.756,1:32.649,\N
9423,1085,817,1,3,11,1:33.404,1:32.922,\N
9424,1085,839,214,31,12,1:33.346,1:33.048,\N
9425,1085,822,51,77,13,1:33.034,1:33.052,\N
9426,1085,20,117,5,14,1:33.285,1:33.276,\N
9427,1085,848,3,23,15,1:33.423,1:33.307,\N
9428,1085,842,213,10,16,1:33.439,\N,\N
9429,1085,840,117,18,17,1:33.439,\N,\N
9430,1085,855,51,24,18,1:33.674,\N,\N
9431,1085,854,210,47,19,1:33.701,\N,\N
9432,1085,849,3,6,20,1:33.794,\N,\N
9433,1086,847,131,63,1,1:18.407,1:18.154,1:17.377
9434,1086,832,6,55,2,1:18.434,1:17.946,1:17.421
9435,1086,844,6,16,3,1:18.806,1:17.768,1:17.567
9436,1086,846,1,4,4,1:18.653,1:18.121,1:17.769
9437,1086,839,214,31,5,1:18.866,1:18.216,1:18.018
9438,1086,4,214,14,6,1:18.716,1:17.904,1:18.078
9439,1086,1,131,44,7,1:18.374,1:18.035,1:18.142
9440,1086,822,51,77,8,1:18.935,1:18.445,1:18.157
9441,1086,817,1,3,9,1:18.775,1:18.198,1:18.379
9442,1086,830,9,1,10,1:18.509,1:17.703,1:18.823
9443,1086,815,9,11,11,1:19.118,1:18.516,\N
9444,1086,855,51,24,12,1:18.973,1:18.573,\N
9445,1086,825,210,20,13,1:18.993,1:18.825,\N
9446,1086,840,117,18,14,1:19.205,1:19.137,\N
9447,1086,854,210,47,15,1:19.164,1:19.202,\N
9448,1086,852,213,22,16,1:19.240,\N,\N
9449,1086,848,3,23,17,1:19.256,\N,\N
9450,1086,20,117,5,18,1:19.273,\N,\N
9451,1086,842,213,10,19,1:19.527,\N,\N
9452,1086,849,3,6,20,1:19.570,\N,\N
9453,1087,830,9,1,1,1:44.581,1:44.723,1:43.665
9454,1087,832,6,55,2,1:45.050,1:45.418,1:44.297
9455,1087,815,9,11,3,1:45.377,1:44.794,1:44.462
9456,1087,844,6,16,4,1:45.572,1:44.551,1:44.553
9457,1087,839,214,31,5,1:46.039,1:45.475,1:45.180
9458,1087,4,214,14,6,1:46.075,1:45.552,1:45.368
9459,1087,1,131,44,7,1:45.736,1:45.420,1:45.503
9460,1087,847,131,63,8,1:45.650,1:45.461,1:45.776
9461,1087,848,3,23,9,1:45.672,1:45.675,1:45.837
9462,1087,846,1,4,10,1:45.745,1:45.603,1:46.178
9463,1087,817,1,3,11,1:46.212,1:45.767,\N
9464,1087,842,213,10,12,1:46.183,1:45.827,\N
9465,1087,855,51,24,13,1:46.178,1:46.085,\N
9466,1087,840,117,18,14,1:46.256,1:46.611,\N
9467,1087,854,210,47,15,1:46.342,1:47.718,\N
9468,1087,20,117,5,16,1:46.344,\N,\N
9469,1087,849,3,6,17,1:46.401,\N,\N
9470,1087,825,210,20,18,1:46.557,\N,\N
9471,1087,852,213,22,19,1:46.692,\N,\N
9472,1087,822,51,77,20,1:47.866,\N,\N
9473,1088,830,9,1,1,1:11.317,1:10.927,1:10.342
9474,1088,844,6,16,2,1:11.443,1:10.988,1:10.363
9475,1088,832,6,55,3,1:11.767,1:10.814,1:10.434
9476,1088,1,131,44,4,1:11.331,1:11.075,1:10.648
9477,1088,815,9,11,5,1:11.641,1:11.314,1:11.077
9478,1088,847,131,63,6,1:11.561,1:10.824,1:11.147
9479,1088,846,1,4,7,1:11.556,1:11.116,1:11.174
9480,1088,854,210,47,8,1:11.741,1:11.420,1:11.442
9481,1088,852,213,22,9,1:11.427,1:11.428,1:12.556
9482,1088,840,117,18,10,1:11.568,1:11.416,\N
9483,1088,842,213,10,11,1:11.705,1:11.512,\N
9484,1088,839,214,31,12,1:11.748,1:11.605,\N
9485,1088,4,214,14,13,1:11.667,1:11.613,\N
9486,1088,855,51,24,14,1:11.826,1:11.704,\N
9487,1088,848,3,23,15,1:11.695,1:11.802,\N
9488,1088,822,51,77,16,1:11.961,\N,\N
9489,1088,817,1,3,17,1:12.081,\N,\N
9490,1088,825,210,20,18,1:12.319,\N,\N
9491,1088,20,117,5,19,1:12.391,\N,\N
9492,1088,849,3,6,20,1:13.353,\N,\N
9493,1089,844,6,16,1,1:21.280,1:21.208,1:20.161
9494,1089,830,9,1,2,1:20.922,1:21.265,1:20.306
9495,1089,832,6,55,3,1:21.348,1:20.878,1:20.429
9496,1089,815,9,11,4,1:21.495,1:21.358,1:21.206
9497,1089,1,131,44,5,1:22.048,1:21.708,1:21.524
9498,1089,847,131,63,6,1:21.785,1:21.747,1:21.542
9499,1089,846,1,4,7,1:22.130,1:21.831,1:21.584
9500,1089,817,1,3,8,1:22.139,1:21.855,1:21.925
9501,1089,842,213,10,9,1:22.010,1:22.062,1:22.648
9502,1089,4,214,14,10,1:22.089,1:21.861,\N
9503,1089,839,214,31,11,1:22.166,1:22.130,\N
9504,1089,822,51,77,12,1:22.254,1:22.235,\N
9505,1089,856,3,45,13,1:22.567,1:22.471,\N
9506,1089,855,51,24,14,1:22.003,1:22.577,\N
9507,1089,852,213,22,15,1:22.020,\N,\N
9508,1089,849,3,6,16,1:22.587,\N,\N
9509,1089,20,117,5,17,1:22.636,\N,\N
9510,1089,840,117,18,18,1:22.748,\N,\N
9511,1089,825,210,20,19,1:22.908,\N,\N
9512,1089,854,210,47,20,1:23.005,\N,\N
9513,1091,844,6,16,1,1:54.129,1:52.343,1:49.412
9514,1091,815,9,11,2,1:54.404,1:52.818,1:49.434
9515,1091,1,131,44,3,1:53.161,1:52.691,1:49.466
9516,1091,832,6,55,4,1:54.559,1:53.219,1:49.583
9517,1091,4,214,14,5,1:55.360,1:53.127,1:49.966
9518,1091,846,1,4,6,1:55.914,1:53.942,1:50.584
9519,1091,842,213,10,7,1:55.606,1:53.546,1:51.211
9520,1091,830,9,1,8,1:53.057,1:52.723,1:51.395
9521,1091,825,210,20,9,1:55.103,1:54.006,1:51.573
9522,1091,852,213,22,10,1:55.314,1:53.848,1:51.983
9523,1091,847,131,63,11,1:54.633,1:54.012,\N
9524,1091,840,117,18,12,1:55.629,1:54.211,\N
9525,1091,854,210,47,13,1:55.736,1:54.370,\N
9526,1091,20,117,5,14,1:55.602,1:54.380,\N
9527,1091,855,51,24,15,1:55.375,1:55.518,\N
9528,1091,822,51,77,16,1:56.083,\N,\N
9529,1091,817,1,3,17,1:56.226,\N,\N
9530,1091,839,214,31,18,1:56.337,\N,\N
9531,1091,848,3,23,19,1:56.985,\N,\N
9532,1091,849,3,6,20,1:57.532,\N,\N
9533,1092,830,9,1,1,1:30.224,1:30.346,1:29.304
9534,1092,844,6,16,2,1:30.402,1:30.486,1:29.314
9535,1092,832,6,55,3,1:30.336,1:30.444,1:29.361
9536,1092,815,9,11,4,1:30.622,1:29.925,1:29.709
9537,1092,839,214,31,5,1:30.696,1:30.357,1:30.165
9538,1092,1,131,44,6,1:30.906,1:30.443,1:30.261
9539,1092,4,214,14,7,1:30.603,1:30.343,1:30.322
9540,1092,847,131,63,8,1:30.865,1:30.465,1:30.389
9541,1092,20,117,5,9,1:31.256,1:30.656,1:30.554
9542,1092,846,1,4,10,1:30.881,1:30.473,1:31.003
9543,1092,817,1,3,11,1:30.880,1:30.659,\N
9544,1092,822,51,77,12,1:31.226,1:30.709,\N
9545,1092,852,213,22,13,1:31.130,1:30.808,\N
9546,1092,855,51,24,14,1:30.894,1:30.953,\N
9547,1092,854,210,47,15,1:31.152,1:31.439,\N
9548,1092,848,3,23,16,1:31.311,\N,\N
9549,1092,842,213,10,17,1:31.322,\N,\N
9550,1092,825,210,20,18,1:31.352,\N,\N
9551,1092,840,117,18,19,1:31.419,\N,\N
9552,1092,849,3,6,20,1:31.511,\N,\N
9553,1093,832,6,55,1,1:35.297,1:35.590,1:34.356
9554,1093,844,6,16,2,1:35.795,1:35.246,1:34.421
9555,1093,830,9,1,3,1:35.864,1:35.294,1:34.448
9556,1093,815,9,11,4,1:36.163,1:35.864,1:34.645
9557,1093,1,131,44,5,1:36.148,1:35.732,1:34.947
9558,1093,847,131,63,6,1:36.195,1:35.692,1:34.988
9559,1093,840,117,18,7,1:36.860,1:36.032,1:35.598
9560,1093,846,1,4,8,1:36.465,1:36.341,1:35.690
9561,1093,4,214,14,9,1:36.446,1:35.988,1:35.876
9562,1093,822,51,77,10,1:36.746,1:36.321,1:36.319
9563,1093,848,3,23,11,1:36.932,1:36.368,\N
9564,1093,20,117,5,12,1:36.695,1:36.398,\N
9565,1093,842,213,10,13,1:36.577,1:36.740,\N
9566,1093,855,51,24,14,1:36.656,1:36.970,\N
9567,1093,852,213,22,15,1:36.808,1:37.147,\N
9568,1093,825,210,20,16,1:36.949,\N,\N
9569,1093,817,1,3,17,1:37.046,\N,\N
9570,1093,839,214,31,18,1:37.068,\N,\N
9571,1093,854,210,47,19,1:37.111,\N,\N
9572,1093,849,3,6,20,1:37.244,\N,\N
9573,1094,830,9,1,1,1:19.222,1:18.566,1:17.775
9574,1094,847,131,63,2,1:19.583,1:18.565,1:18.079
9575,1094,1,131,44,3,1:19.169,1:18.552,1:18.084
9576,1094,815,9,11,4,1:19.706,1:18.615,1:18.128
9577,1094,832,6,55,5,1:19.566,1:18.560,1:18.351
9578,1094,822,51,77,6,1:19.523,1:18.762,1:18.401
9579,1094,844,6,16,7,1:19.505,1:19.109,1:18.555
9580,1094,846,1,4,8,1:19.857,1:19.119,1:18.721
9581,1094,4,214,14,9,1:20.006,1:19.272,1:18.939
9582,1094,839,214,31,10,1:19.945,1:19.081,1:19.010
9583,1094,817,1,3,11,1:20.279,1:19.325,\N
9584,1094,855,51,24,12,1:20.283,1:19.476,\N
9585,1094,852,213,22,13,1:19.907,1:19.589,\N
9586,1094,842,213,10,14,1:20.256,1:19.672,\N
9587,1094,825,210,20,15,1:20.293,1:19.833,\N
9588,1094,854,210,47,16,1:20.419,\N,\N
9589,1094,20,117,5,17,1:20.419,\N,\N
9590,1094,840,117,18,18,1:20.520,\N,\N
9591,1094,848,3,23,19,1:20.859,\N,\N
9592,1094,849,3,6,20,1:21.167,\N,\N
9593,1095,825,210,20,1,1:13.954,1:11.410,1:11.674
9594,1095,830,9,1,2,1:13.625,1:10.881,1:11.877
9595,1095,847,131,63,3,1:14.427,1:11.318,1:12.059
9596,1095,846,1,4,4,1:13.106,1:11.377,1:12.263
9597,1095,832,6,55,5,1:14.680,1:10.890,1:12.357
9598,1095,839,214,31,6,1:14.663,1:11.587,1:12.425
9599,1095,4,214,14,7,1:13.542,1:11.394,1:12.504
9600,1095,1,131,44,8,1:13.403,1:11.539,1:12.611
9601,1095,815,9,11,9,1:13.613,1:11.456,1:15.601
9602,1095,844,6,16,10,1:14.486,1:10.950,\N
9603,1095,848,3,23,11,1:14.324,1:11.631,\N
9604,1095,842,213,10,12,1:14.371,1:11.675,\N
9605,1095,20,117,5,13,1:13.597,1:11.678,\N
9606,1095,817,1,3,14,1:14.931,1:12.140,\N
9607,1095,849,3,6,16,1:15.095,\N,\N
9608,1095,855,51,24,17,1:15.197,\N,\N
9609,1095,822,51,77,18,1:15.486,\N,\N
9610,1095,852,213,22,19,1:16.264,\N,\N
9611,1095,854,210,47,20,1:16.361,\N,\N
9612,1095,840,117,18,15,1:14.398,1:12.210,\N
9613,1096,830,9,1,1,1:24.754,1:24.622,1:23.824
9614,1096,815,9,11,2,1:24.820,1:24.419,1:24.052
9615,1096,844,6,16,3,1:25.211,1:24.517,1:24.092
9616,1096,832,6,55,4,1:25.090,1:24.521,1:24.242
9617,1096,1,131,44,5,1:25.594,1:24.774,1:24.508
9618,1096,847,131,63,6,1:25.545,1:24.940,1:24.511
9619,1096,846,1,4,7,1:25.387,1:24.903,1:24.769
9620,1096,839,214,31,8,1:25.735,1:25.007,1:24.830
9621,1096,20,117,5,9,1:25.523,1:24.974,1:24.961
9622,1096,817,1,3,10,1:25.766,1:25.068,1:25.045
9623,1096,4,214,14,11,1:25.782,1:25.096,\N
9624,1096,852,213,22,12,1:25.630,1:25.219,\N
9625,1096,854,210,47,13,1:25.711,1:25.225,\N
9626,1096,840,117,18,14,1:25.741,1:25.359,\N
9627,1096,855,51,24,15,1:25.594,1:25.408,\N
9628,1096,825,210,20,16,1:25.834,\N,\N
9629,1096,842,213,10,17,1:25.859,\N,\N
9630,1096,822,51,77,18,1:25.892,\N,\N
9631,1096,848,3,23,19,1:26.028,\N,\N
9632,1096,849,3,6,20,1:26.054,\N,\N
9633,1098,830,9,1,1,1:31.295,1:30.503,1:29.708
9634,1098,815,9,11,2,1:31.479,1:30.746,1:29.846
9635,1098,844,6,16,3,1:31.094,1:30.282,1:30.000
9636,1098,832,6,55,4,1:30.993,1:30.515,1:30.154
9637,1098,4,117,14,5,1:31.158,1:30.645,1:30.336
9638,1098,847,131,63,6,1:31.057,1:30.507,1:30.340
9639,1098,1,131,44,7,1:31.543,1:30.513,1:30.384
9640,1098,840,117,18,8,1:31.184,1:31.127,1:30.836
9641,1098,839,214,31,9,1:31.508,1:30.914,1:30.984
9642,1098,807,210,27,10,1:31.204,1:30.809,\N
9643,1098,846,1,4,11,1:31.652,1:31.381,\N
9644,1098,822,51,77,12,1:31.504,1:31.443,\N
9645,1098,855,51,24,13,1:31.615,1:31.473,\N
9646,1098,852,213,22,14,1:31.400,1:32.510,\N
9647,1098,848,3,23,15,1:31.461,\N,\N
9648,1098,858,3,2,16,1:31.652,\N,\N
9649,1098,825,210,20,17,1:31.892,\N,\N
9650,1098,857,1,81,18,1:32.101,\N,\N
9651,1098,856,213,21,19,1:32.121,\N,\N
9652,1098,842,214,10,20,1:32.181,\N,\N
9653,1099,815,9,11,1,1:29.244,1:28.635,1:28.265
9654,1099,844,6,16,2,1:29.376,1:28.903,1:28.420
9655,1099,4,117,14,3,1:29.298,1:28.757,1:28.730
9656,1099,847,131,63,4,1:29.592,1:29.132,1:28.857
9657,1099,832,6,55,5,1:29.411,1:28.957,1:28.931
9658,1099,840,117,18,6,1:29.335,1:28.962,1:28.945
9659,1099,839,214,31,7,1:29.707,1:29.255,1:29.078
9660,1099,1,131,44,8,1:29.689,1:29.374,1:29.223
9661,1099,857,1,81,9,1:29.706,1:29.378,1:29.243
9662,1099,842,214,10,10,1:29.890,1:29.411,1:29.357
